"char_id","char_name","uni_id","uni_name","question","personality","avg_rating","rank","rating_sd","number_ratings"
"HP21","Arthur Weasley","HP","Harry Potter","creepy/disarming","disarming",76.9,368,19.4,146
"HP21","Arthur Weasley","HP","Harry Potter","ignorant/knowledgeable","knowledgeable",76.6,601,19.8,46
"HP21","Arthur Weasley","HP","Harry Potter","competitive/cooperative","cooperative",76.6,154,23.2,309
"HP21","Arthur Weasley","HP","Harry Potter","jealous/opinionated","opinionated",76.6,408,21,37
"HP21","Arthur Weasley","HP","Harry Potter","cheery/sorrowful","cheery",76.3,188,21.8,319
"HP21","Arthur Weasley","HP","Harry Potter","frugal/lavish","frugal",76.1,171,24.5,350
"HP21","Arthur Weasley","HP","Harry Potter","🙅‍♂️/🙋‍♂️","🙋‍♂️",75.9,188,25.5,121
"HP21","Arthur Weasley","HP","Harry Potter","charming/trusting","trusting",75.7,62,23.4,335
"HP21","Arthur Weasley","HP","Harry Potter","dispassionate/romantic","romantic",75.7,484,16.2,44
"HP21","Arthur Weasley","HP","Harry Potter","intense/lighthearted","lighthearted",75.7,105,23.5,55
"HP21","Arthur Weasley","HP","Harry Potter","👨‍🚀/🧙","🧙",75.5,180,27.5,177
"HP21","Arthur Weasley","HP","Harry Potter","existentialist/nihilist","existentialist",75.4,61,21,86
"HP21","Arthur Weasley","HP","Harry Potter","intellectual/physical","intellectual",75.3,536,22,335
"HP21","Arthur Weasley","HP","Harry Potter","suspicious/trusting","trusting",75.3,166,25.2,348
"HP21","Arthur Weasley","HP","Harry Potter","💪/🧠","🧠",75.2,642,24.1,147
"HP21","Arthur Weasley","HP","Harry Potter","😀/😭","😀",75.1,189,25.8,135
"HP21","Arthur Weasley","HP","Harry Potter","patriotic/unpatriotic","patriotic",75,394,22.7,139
"HP21","Arthur Weasley","HP","Harry Potter","manicured/scruffy","scruffy",74.9,280,20.4,392
"HP21","Arthur Weasley","HP","Harry Potter","joyful/miserable","joyful",74.9,203,22.2,109
"HP21","Arthur Weasley","HP","Harry Potter","machiavellian/transparent","transparent",74.9,134,22.2,39
"HP21","Arthur Weasley","HP","Harry Potter","accommodating/stubborn","accommodating",74.5,70,26.1,92
"HP21","Arthur Weasley","HP","Harry Potter","glad/mad","glad",74.4,199,24.1,128
"HP21","Arthur Weasley","HP","Harry Potter","overspender/penny-pincher","penny-pincher",74.3,171,23.4,192
"HP21","Arthur Weasley","HP","Harry Potter","involved/remote","involved",74.2,448,22.9,314
"HP21","Arthur Weasley","HP","Harry Potter","summer/winter","summer",74,361,24.6,46
"HP21","Arthur Weasley","HP","Harry Potter","mysterious/unambiguous","unambiguous",73.9,230,24.4,442
"HP21","Arthur Weasley","HP","Harry Potter","hard/soft","soft",73.5,292,22.9,117
"HP21","Arthur Weasley","HP","Harry Potter","lenient/strict","lenient",73.4,261,21.7,363
"HP21","Arthur Weasley","HP","Harry Potter","hard/soft","soft",73.3,296,19.7,283
"HP21","Arthur Weasley","HP","Harry Potter","cheesy/chic","cheesy",73.2,291,24.1,49
"HP21","Arthur Weasley","HP","Harry Potter","impatient/patient","patient",73.2,179,26,158
"HP21","Arthur Weasley","HP","Harry Potter","happy/sad","happy",73,183,22.8,330
"HP21","Arthur Weasley","HP","Harry Potter","minimalist/pack rat","pack rat",72.9,138,29.1,121
"HP21","Arthur Weasley","HP","Harry Potter","flexible/rigid","flexible",72.8,165,22.9,307
"HP21","Arthur Weasley","HP","Harry Potter","legit/scrub","legit",72.8,730,24.6,187
"HP21","Arthur Weasley","HP","Harry Potter","messy/neat","messy",72.7,288,22.6,278
"HP21","Arthur Weasley","HP","Harry Potter","helpless/resourceful","resourceful",72.6,1006,22.8,109
"HP21","Arthur Weasley","HP","Harry Potter","hoarder/unprepared","hoarder",72.6,262,22.4,291
"HP21","Arthur Weasley","HP","Harry Potter","city-slicker/country-bumpkin","country-bumpkin",72.6,197,24.7,138
"HP21","Arthur Weasley","HP","Harry Potter","plastic/wooden","wooden",72.6,449,20.9,73
"HP21","Arthur Weasley","HP","Harry Potter","gloomy/sunny","sunny",72.4,347,27.4,55
"HP21","Arthur Weasley","HP","Harry Potter","active/slothful","active",72.2,1025,21.8,299
"HP21","Arthur Weasley","HP","Harry Potter","queer/straight","straight",72.1,819,28.6,168
"HP21","Arthur Weasley","HP","Harry Potter","ferocious/pacifist","pacifist",72.1,223,23.1,340
"HP21","Arthur Weasley","HP","Harry Potter","chill/offended","chill",72.1,173,25.9,59
"HP21","Arthur Weasley","HP","Harry Potter","rap/rock","rock",71.9,869,24.1,36
"HP21","Arthur Weasley","HP","Harry Potter","antagonist/protagonist","protagonist",71.9,795,27.3,31
"HP21","Arthur Weasley","HP","Harry Potter","cryptic/straightforward","straightforward",71.6,483,25.1,344
"HP21","Arthur Weasley","HP","Harry Potter","awkward/suspicious","awkward",71.3,205,21.2,328
"HP21","Arthur Weasley","HP","Harry Potter","deranged/reasonable","reasonable",71.3,498,23.3,128
"HP21","Arthur Weasley","HP","Harry Potter","adventurous/stick-in-the-mud","adventurous",71.1,601,25.7,322
"HP21","Arthur Weasley","HP","Harry Potter","always down/picky","always down",71,89,26.5,38
"HP21","Arthur Weasley","HP","Harry Potter","bright/depressed","bright",70.9,320,23.8,287
"HP21","Arthur Weasley","HP","Harry Potter","open-book/secretive","open-book",70.9,188,27.1,64
"HP21","Arthur Weasley","HP","Harry Potter","conservative/liberal","liberal",70.8,518,29.6,139
"HP21","Arthur Weasley","HP","Harry Potter","feminist/sexist","feminist",70.8,824,25.2,138
"HP21","Arthur Weasley","HP","Harry Potter","moody/stable","stable",70.7,144,23.4,330
"HP21","Arthur Weasley","HP","Harry Potter","devout/heathen","devout",70.7,309,26.4,310
"HP21","Arthur Weasley","HP","Harry Potter","playful/shy","playful",70.7,797,23.8,359
"HP21","Arthur Weasley","HP","Harry Potter","reclusive/social","social",70.7,470,26,190
"HP21","Arthur Weasley","HP","Harry Potter","feminine/masculine","masculine",70.6,791,21.1,343
"HP21","Arthur Weasley","HP","Harry Potter","competent/incompetent","competent",70.5,1074,23.7,363
"HP21","Arthur Weasley","HP","Harry Potter","cynical/gullible","gullible",70.4,215,26.6,33
"HP21","Arthur Weasley","HP","Harry Potter","🎨/🏀","🎨",70.3,724,25.9,62
"HP21","Arthur Weasley","HP","Harry Potter","extravagant/thrifty","thrifty",70.3,307,31.2,81
"HP21","Arthur Weasley","HP","Harry Potter","lewd/tasteful","tasteful",70.2,575,24.6,315
"HP21","Arthur Weasley","HP","Harry Potter","expressive/stoic","expressive",70.2,562,25.4,295
"HP21","Arthur Weasley","HP","Harry Potter","high IQ/low IQ","high IQ",69.8,1181,20.4,318
"HP21","Arthur Weasley","HP","Harry Potter","👟/🥾","🥾",69.8,375,30.4,125
"HP21","Arthur Weasley","HP","Harry Potter","normal/weird","weird",69.8,561,24,372
"HP21","Arthur Weasley","HP","Harry Potter","cool/dorky","dorky",69.7,346,26.7,130
"HP21","Arthur Weasley","HP","Harry Potter","gatherer/hunter","gatherer",69.6,399,24.3,44
"HP21","Arthur Weasley","HP","Harry Potter","emotional/unemotional","emotional",69.5,833,24.7,45
"HP21","Arthur Weasley","HP","Harry Potter","old/young","old",69.4,399,18.1,336
"HP21","Arthur Weasley","HP","Harry Potter","envious/prideful","prideful",69.4,757,22.6,82
"HP21","Arthur Weasley","HP","Harry Potter","cannibal/vegan","vegan",69.4,434,24.7,53
"HP21","Arthur Weasley","HP","Harry Potter","fighter/lover","lover",69.3,410,26.1,79
"HP21","Arthur Weasley","HP","Harry Potter","cosmopolitan/provincial","provincial",69.3,217,26.6,271
"HP21","Arthur Weasley","HP","Harry Potter","fast-talking/slow-talking","fast-talking",69.3,578,22.9,49
"HP21","Arthur Weasley","HP","Harry Potter","charismatic/uninspiring","charismatic",69.2,974,27.5,265
"HP21","Arthur Weasley","HP","Harry Potter","slovenly/stylish","slovenly",69.1,231,20.1,324
"HP21","Arthur Weasley","HP","Harry Potter","air/earth","earth",69.1,473,31.7,57
"HP21","Arthur Weasley","HP","Harry Potter","blissful/haunted","blissful",69.1,192,25.4,73
"HP21","Arthur Weasley","HP","Harry Potter","driven/unambitious","driven",68.9,1362,25.4,323
"HP21","Arthur Weasley","HP","Harry Potter","👨‍⚕️/👨‍🔧","👨‍🔧",68.9,474,30.9,156
"HP21","Arthur Weasley","HP","Harry Potter","conventional/creative","creative",68.9,515,30.4,335
"HP21","Arthur Weasley","HP","Harry Potter","pretentious/unassuming","unassuming",68.9,215,28.5,130
"HP21","Arthur Weasley","HP","Harry Potter","permanent/transient","permanent",68.7,352,26.1,136
"HP21","Arthur Weasley","HP","Harry Potter","comedic/dramatic","comedic",68.7,201,25.7,63
"HP21","Arthur Weasley","HP","Harry Potter","rural/urban","rural",68.6,219,27.8,180
"HP21","Arthur Weasley","HP","Harry Potter","go-getter/slugabed","go-getter",68.4,1161,25.6,109
"HP21","Arthur Weasley","HP","Harry Potter","badass/weakass","badass",68.4,1028,25.8,62
"HP21","Arthur Weasley","HP","Harry Potter","alpha/beta","beta",68.3,346,25.1,304
"HP21","Arthur Weasley","HP","Harry Potter","enlightened/lost","enlightened",68.1,301,24.8,50
"HP21","Arthur Weasley","HP","Harry Potter","monochrome/multicolored","multicolored",68,400,30.3,102
"HP21","Arthur Weasley","HP","Harry Potter","captain/first-mate","first-mate",67.8,559,27.3,373
"HP21","Arthur Weasley","HP","Harry Potter","low self esteem/narcissistic","low self esteem",67.8,272,20.6,51
"HP21","Arthur Weasley","HP","Harry Potter","forward-thinking/stuck-in-the-past","forward-thinking",67.7,419,31.4,77
"HP21","Arthur Weasley","HP","Harry Potter","cocky/timid","timid",67.6,186,24.4,34
"HP21","Arthur Weasley","HP","Harry Potter","clumsy/coordinated","clumsy",67.5,300,24.7,325
"HP21","Arthur Weasley","HP","Harry Potter","fantastical/realistic","fantastical",67.4,401,26,78
"HP21","Arthur Weasley","HP","Harry Potter","guarded/open","open",67.4,170,26.3,321
"HP21","Arthur Weasley","HP","Harry Potter","bossy/meek","meek",67.2,244,19.9,381
"HP21","Arthur Weasley","HP","Harry Potter","masochistic/pain-avoidant","pain-avoidant",67.1,214,29.8,53
"HP21","Arthur Weasley","HP","Harry Potter","f***-the-police/tattle-tale","f***-the-police",67,795,25.7,46
"HP21","Arthur Weasley","HP","Harry Potter","hypochondriac/stoic","stoic",66.9,537,27.8,19
"HP21","Arthur Weasley","HP","Harry Potter","extrovert/introvert","extrovert",66.8,648,27,327
"HP21","Arthur Weasley","HP","Harry Potter","regular/zany","zany",66.8,599,28.4,113
"HP21","Arthur Weasley","HP","Harry Potter","expressive/monotone","expressive",66.8,737,26.9,26
"HP21","Arthur Weasley","HP","Harry Potter","flamboyant/modest","modest",66.7,623,29,347
"HP21","Arthur Weasley","HP","Harry Potter","mild/spicy","mild",66.5,288,26.1,340
"HP21","Arthur Weasley","HP","Harry Potter","claustrophobic/spelunker","spelunker",66.5,515,26.4,53
"HP21","Arthur Weasley","HP","Harry Potter","interesting/tiresome","interesting",66.3,914,26.8,291
"HP21","Arthur Weasley","HP","Harry Potter","resigned/resistant","resistant",66.3,914,25.4,305
"HP21","Arthur Weasley","HP","Harry Potter","🤣/😊","😊",66.3,685,26.9,128
"HP21","Arthur Weasley","HP","Harry Potter","deep/shallow","deep",66.1,730,24.6,167
"HP21","Arthur Weasley","HP","Harry Potter","thick/thin","thick",66,359,20.8,284
"HP21","Arthur Weasley","HP","Harry Potter","dominant/submissive","submissive",65.9,336,23.7,333
"HP21","Arthur Weasley","HP","Harry Potter","gregarious/private","gregarious",65.9,353,26.1,327
"HP21","Arthur Weasley","HP","Harry Potter","drop out/valedictorian","valedictorian",65.9,938,25,120
"HP21","Arthur Weasley","HP","Harry Potter","🤔/🤫","🤔",65.9,433,30.1,123
"HP21","Arthur Weasley","HP","Harry Potter","playful/serious","playful",65.7,436,24.4,326
"HP21","Arthur Weasley","HP","Harry Potter","healthy/sickly","healthy",65.7,994,22.3,325
"HP21","Arthur Weasley","HP","Harry Potter","arcane/mainstream","arcane",65.7,544,30,304
"HP21","Arthur Weasley","HP","Harry Potter","imaginative/practical","imaginative",65.7,366,30.1,333
"HP21","Arthur Weasley","HP","Harry Potter","consistent/variable","consistent",65.7,618,29,39
"HP21","Arthur Weasley","HP","Harry Potter","distant/touchy-feely","touchy-feely",65.6,440,26.3,47
"HP21","Arthur Weasley","HP","Harry Potter","nonpolitical/political","political",65.3,594,29.3,336
"HP21","Arthur Weasley","HP","Harry Potter","melee/ranged","ranged",65.3,309,25.3,30
"HP21","Arthur Weasley","HP","Harry Potter","chaste/lustful","chaste",65.2,349,26,279
"HP21","Arthur Weasley","HP","Harry Potter","frenzied/sleepy","frenzied",64.9,1145,25.8,54
"HP21","Arthur Weasley","HP","Harry Potter","brave/careful","brave",64.8,811,26.9,345
"HP21","Arthur Weasley","HP","Harry Potter","innocent/jaded","innocent",64.7,283,26.7,38
"HP21","Arthur Weasley","HP","Harry Potter","introspective/not introspective","introspective",64.6,806,26.3,163
"HP21","Arthur Weasley","HP","Harry Potter","feisty/gracious","gracious",64.6,209,26.9,285
"HP21","Arthur Weasley","HP","Harry Potter","rational/whimsical","whimsical",64.5,456,28.3,342
"HP21","Arthur Weasley","HP","Harry Potter","complicated/simple","simple",64.5,202,26,320
"HP21","Arthur Weasley","HP","Harry Potter","confidential/gossiping","confidential",64.5,1002,30.1,395
"HP21","Arthur Weasley","HP","Harry Potter","eastern/western","western",64.5,701,27.4,140
"HP21","Arthur Weasley","HP","Harry Potter","fire/water","water",64.5,406,31.2,66
"HP21","Arthur Weasley","HP","Harry Potter","communal/individualist","communal",64.4,254,32,110
"HP21","Arthur Weasley","HP","Harry Potter","🤐/😜","😜",64.4,561,27,120
"HP21","Arthur Weasley","HP","Harry Potter","experimental/reliable","reliable",64.2,661,33.2,45
"HP21","Arthur Weasley","HP","Harry Potter","pointed/random","random",64.2,243,28.9,54
"HP21","Arthur Weasley","HP","Harry Potter","bold/shy","bold",64,1388,24.2,316
"HP21","Arthur Weasley","HP","Harry Potter","cringeworthy/inspiring","inspiring",64,740,27.5,94
"HP21","Arthur Weasley","HP","Harry Potter","rhythmic/stuttering","stuttering",63.9,219,25.8,67
"HP21","Arthur Weasley","HP","Harry Potter","fixable/unfixable","fixable",63.8,688,29,46
"HP21","Arthur Weasley","HP","Harry Potter","still/twitchy","twitchy",63.8,760,28.2,84
"HP21","Arthur Weasley","HP","Harry Potter","kinky/vanilla","vanilla",63.7,551,29.4,304
"HP21","Arthur Weasley","HP","Harry Potter","luddite/technophile","technophile",63.7,426,33.7,301
"HP21","Arthur Weasley","HP","Harry Potter","🐒/🐩","🐒",63.7,463,27.3,110
"HP21","Arthur Weasley","HP","Harry Potter","flirtatious/prudish","prudish",63.7,441,24.8,35
"HP21","Arthur Weasley","HP","Harry Potter","apprentice/master","master",63.6,952,26.7,192
"HP21","Arthur Weasley","HP","Harry Potter","resolute/wavering","resolute",63.6,954,27.6,101
"HP21","Arthur Weasley","HP","Harry Potter","important/irrelevant","important",63.3,1388,27.8,219
"HP21","Arthur Weasley","HP","Harry Potter","deep/epic","epic",63.2,443,24,66
"HP21","Arthur Weasley","HP","Harry Potter","🥰/🙃","🥰",63,608,31.7,176
"HP21","Arthur Weasley","HP","Harry Potter","generalist/specialist","specialist",62.9,703,28.9,93
"HP21","Arthur Weasley","HP","Harry Potter","📈/📉","📈",62.9,852,27.8,122
"HP21","Arthur Weasley","HP","Harry Potter","self-destructive/self-improving","self-improving",62.7,503,27.1,59
"HP21","Arthur Weasley","HP","Harry Potter","oppressed/privileged","oppressed",62.6,391,26.3,68
"HP21","Arthur Weasley","HP","Harry Potter","dunce/genius","genius",62.5,1039,22.2,352
"HP21","Arthur Weasley","HP","Harry Potter","disorganized/self-disciplined","disorganized",62.5,351,28.6,368
"HP21","Arthur Weasley","HP","Harry Potter","indiscreet/tactful","tactful",62.5,827,27.4,94
"HP21","Arthur Weasley","HP","Harry Potter","indie/pop","indie",62.5,849,31.7,32
"HP21","Arthur Weasley","HP","Harry Potter","extreme/moderate","moderate",62.4,365,28.1,327
"HP21","Arthur Weasley","HP","Harry Potter","businesslike/chivalrous","chivalrous",62.4,569,32.6,81
"HP21","Arthur Weasley","HP","Harry Potter","down2earth/head@clouds","head@clouds",62.2,565,33.1,360
"HP21","Arthur Weasley","HP","Harry Potter","aloof/obsessed","obsessed",62,882,27.7,339
"HP21","Arthur Weasley","HP","Harry Potter","foolish/wise","wise",61.9,775,23.9,353
"HP21","Arthur Weasley","HP","Harry Potter","chaotic/orderly","chaotic",61.7,679,28.6,345
"HP21","Arthur Weasley","HP","Harry Potter","🥳/🥴","🥳",61.6,400,30.7,108
"HP21","Arthur Weasley","HP","Harry Potter","💃/🧕","💃",61.6,960,28.8,175
"HP21","Arthur Weasley","HP","Harry Potter","refined/rugged","rugged",61.5,604,23.7,313
"HP21","Arthur Weasley","HP","Harry Potter","geriatric/vibrant","vibrant",61.5,1049,27.2,55
"HP21","Arthur Weasley","HP","Harry Potter","attentive/interrupting","attentive",61.5,684,31.1,60
"HP21","Arthur Weasley","HP","Harry Potter","insider/outsider","outsider",61.4,636,30.2,253
"HP21","Arthur Weasley","HP","Harry Potter","short/tall","tall",61.1,844,25.6,339
"HP21","Arthur Weasley","HP","Harry Potter","proper/scandalous","proper",61,704,28.6,351
"HP21","Arthur Weasley","HP","Harry Potter","flimsy/sturdy","sturdy",60.8,1087,26.1,59
"HP21","Arthur Weasley","HP","Harry Potter","emancipated/enslaved","emancipated",60.7,1063,26.8,252
"HP21","Arthur Weasley","HP","Harry Potter","juvenile/mature","mature",60.7,860,27.4,99
"HP21","Arthur Weasley","HP","Harry Potter","artistic/scientific","scientific",60.6,770,27.5,342
"HP21","Arthur Weasley","HP","Harry Potter","perceptive/unobservant","perceptive",60.6,1439,25.7,54
"HP21","Arthur Weasley","HP","Harry Potter","eloquent/unpolished","unpolished",60.5,497,25,253
"HP21","Arthur Weasley","HP","Harry Potter","morning lark/night owl","morning lark",60.5,438,31.5,229
"HP21","Arthur Weasley","HP","Harry Potter","highbrow/lowbrow","lowbrow",60.3,311,26.8,275
"HP21","Arthur Weasley","HP","Harry Potter","idealist/realist","idealist",60.3,612,31.7,98
"HP21","Arthur Weasley","HP","Harry Potter","noob/pro","pro",60.2,1269,28.9,115
"HP21","Arthur Weasley","HP","Harry Potter","domestic/industrial","domestic",60,533,30.2,88
"HP21","Arthur Weasley","HP","Harry Potter","👩‍🎤/👩‍🔬","👩‍🔬",59.9,680,30,118
"HP21","Arthur Weasley","HP","Harry Potter","demanding/unchallenging","unchallenging",59.9,244,25.8,82
"HP21","Arthur Weasley","HP","Harry Potter","traditional/unorthodox","unorthodox",59.8,851,30.9,116
"HP21","Arthur Weasley","HP","Harry Potter","literary/mathematical","literary",59.7,903,29.2,325
"HP21","Arthur Weasley","HP","Harry Potter","edgy/politically correct","politically correct",59.7,579,28.5,368
"HP21","Arthur Weasley","HP","Harry Potter","folksy/presidential","folksy",59.6,620,30.8,67
"HP21","Arthur Weasley","HP","Harry Potter","ADHD/OCD","ADHD",59.6,520,32.1,52
"HP21","Arthur Weasley","HP","Harry Potter","conspiracist/sheeple","conspiracist",59.5,1013,27.4,263
"HP21","Arthur Weasley","HP","Harry Potter","loose/tight","loose",59.5,418,27.1,67
"HP21","Arthur Weasley","HP","Harry Potter","🐐/🦒","🐐",59.3,944,32.7,195
"HP21","Arthur Weasley","HP","Harry Potter","bold/serious","bold",59,814,27,348
"HP21","Arthur Weasley","HP","Harry Potter","extraordinary/mundane","extraordinary",58.9,1175,29.5,314
"HP21","Arthur Weasley","HP","Harry Potter","disreputable/prestigious","prestigious",58.9,1037,26.7,313
"HP21","Arthur Weasley","HP","Harry Potter","confident/insecure","confident",58.8,1160,26.7,362
"HP21","Arthur Weasley","HP","Harry Potter","formal/intimate","intimate",58.8,741,27.8,178
"HP21","Arthur Weasley","HP","Harry Potter","concise/long-winded","long-winded",58.8,537,28.5,35
"HP21","Arthur Weasley","HP","Harry Potter","awkward/charming","awkward",58.7,491,26.7,343
"HP21","Arthur Weasley","HP","Harry Potter","dry/moist","moist",58.7,609,25.2,43
"HP21","Arthur Weasley","HP","Harry Potter","macho/metrosexual","metrosexual",58.6,965,26.5,41
"HP21","Arthur Weasley","HP","Harry Potter","abstract/concrete","abstract",58.4,524,31.8,132
"HP21","Arthur Weasley","HP","Harry Potter","proactive/reactive","reactive",58.2,709,28.1,32
"HP21","Arthur Weasley","HP","Harry Potter","armoured/vulnerable","vulnerable",58,492,25.6,298
"HP21","Arthur Weasley","HP","Harry Potter","builder/explorer","explorer",58,799,33.4,372
"HP21","Arthur Weasley","HP","Harry Potter","scheduled/spontaneous","spontaneous",57.9,707,31.8,329
"HP21","Arthur Weasley","HP","Harry Potter","libertarian/socialist","socialist",57.8,264,32.2,325
"HP21","Arthur Weasley","HP","Harry Potter","🎩/🧢","🎩",57.8,860,35.1,131
"HP21","Arthur Weasley","HP","Harry Potter","average/deviant","average",57.7,485,31.1,279
"HP21","Arthur Weasley","HP","Harry Potter","🐴/🦄","🦄",57.7,605,34.8,110
"HP21","Arthur Weasley","HP","Harry Potter","contrarian/yes-man","yes-man",57.7,432,29.8,48
"HP21","Arthur Weasley","HP","Harry Potter","historical/modern","historical",57.5,683,31.1,254
"HP21","Arthur Weasley","HP","Harry Potter","crazy/sane","sane",57.3,748,28.4,132
"HP21","Arthur Weasley","HP","Harry Potter","🧐/😎","🧐",57.3,708,33.8,160
"HP21","Arthur Weasley","HP","Harry Potter","empirical/theoretical","theoretical",57.2,332,31.1,335
"HP21","Arthur Weasley","HP","Harry Potter","efficient/overprepared","efficient",57.2,1277,31.1,53
"HP21","Arthur Weasley","HP","Harry Potter","Coke/Pepsi","Pepsi",57.2,435,33.3,82
"HP21","Arthur Weasley","HP","Harry Potter","cultured/rustic","cultured",57.2,1032,31.4,39
"HP21","Arthur Weasley","HP","Harry Potter","predictable/quirky","quirky",57.2,776,31.8,39
"HP21","Arthur Weasley","HP","Harry Potter","outlaw/sheriff","sheriff",56.9,835,28.5,296
"HP21","Arthur Weasley","HP","Harry Potter","atheist/theist","theist",56.8,540,32.3,65
"HP21","Arthur Weasley","HP","Harry Potter","relaxed/tense","relaxed",56.6,313,27.2,278
"HP21","Arthur Weasley","HP","Harry Potter","asexual/sexual","asexual",56.5,469,31.4,56
"HP21","Arthur Weasley","HP","Harry Potter","tame/wild","tame",56.4,633,27.7,372
"HP21","Arthur Weasley","HP","Harry Potter","obedient/rebellious","rebellious",56.3,1114,27.9,297
"HP21","Arthur Weasley","HP","Harry Potter","exuberant/subdued","exuberant",56.3,996,30.9,48
"HP21","Arthur Weasley","HP","Harry Potter","mighty/puny","mighty",56.2,1289,24.9,372
"HP21","Arthur Weasley","HP","Harry Potter","🧗/🛌","🧗",56.1,1150,30.7,170
"HP21","Arthur Weasley","HP","Harry Potter","preppy/punk rock","preppy",55.8,1048,31.7,56
"HP21","Arthur Weasley","HP","Harry Potter","ironic/profound","profound",55.8,731,28.9,50
"HP21","Arthur Weasley","HP","Harry Potter","sage/whippersnapper","sage",55.6,733,30.8,39
"HP21","Arthur Weasley","HP","Harry Potter","frank/sugarcoated","frank",55.6,1436,28.9,35
"HP21","Arthur Weasley","HP","Harry Potter","self-assured/self-conscious","self-assured",55.5,1259,29.1,318
"HP21","Arthur Weasley","HP","Harry Potter","overachiever/underachiever","overachiever",55.5,1490,30.3,74
"HP21","Arthur Weasley","HP","Harry Potter","crafty/scholarly","crafty",55.4,1058,29.7,428
"HP21","Arthur Weasley","HP","Harry Potter","Greek/Roman","Greek",55.4,544,29.4,38
"HP21","Arthur Weasley","HP","Harry Potter","ludicrous/sensible","sensible",55.3,1065,28.3,320
"HP21","Arthur Weasley","HP","Harry Potter","bashful/exhibitionist","exhibitionist",55.3,1116,29.9,53
"HP21","Arthur Weasley","HP","Harry Potter","chortling/giggling","giggling",55.1,488,32.1,54
"HP21","Arthur Weasley","HP","Harry Potter","indulgent/sober","indulgent",54.8,930,29,352
"HP21","Arthur Weasley","HP","Harry Potter","anxious/calm","anxious",54.6,1082,26.8,357
"HP21","Arthur Weasley","HP","Harry Potter","cat person/dog person","dog person",54.6,871,34.2,31
"HP21","Arthur Weasley","HP","Harry Potter","oxymoron/tautology","oxymoron",54.6,1000,24.6,14
"HP21","Arthur Weasley","HP","Harry Potter","🐮/🐷","🐮",54.5,1115,30.2,179
"HP21","Arthur Weasley","HP","Harry Potter","skeptical/spiritual","spiritual",54.4,431,29.6,315
"HP21","Arthur Weasley","HP","Harry Potter","instinctual/reasoned","reasoned",54.4,696,30.1,333
"HP21","Arthur Weasley","HP","Harry Potter","autistic/neurotypical","neurotypical",54.4,1490,28.9,325
"HP21","Arthur Weasley","HP","Harry Potter","assertive/passive","passive",54.4,425,26.5,280
"HP21","Arthur Weasley","HP","Harry Potter","exaggerating/factual","factual",54.4,898,27.3,48
"HP21","Arthur Weasley","HP","Harry Potter","decisive/hesitant","decisive",54.3,1316,27.1,305
"HP21","Arthur Weasley","HP","Harry Potter","high-tech/low-tech","low-tech",54.3,881,32.4,301
"HP21","Arthur Weasley","HP","Harry Potter","factual/poetic","factual",54.3,1035,29.8,44
"HP21","Arthur Weasley","HP","Harry Potter","fast/slow","slow",54.2,394,23.6,332
"HP21","Arthur Weasley","HP","Harry Potter","flourishing/traumatized","flourishing",54.2,487,26.7,57
"HP21","Arthur Weasley","HP","Harry Potter","pensive/serene","serene",54.2,186,31.5,53
"HP21","Arthur Weasley","HP","Harry Potter","astonishing/methodical","astonishing",54.1,651,30.8,336
"HP21","Arthur Weasley","HP","Harry Potter","🐀/🐘","🐘",54,848,31,191
"HP21","Arthur Weasley","HP","Harry Potter","blacksmith/tailor","tailor",54,1149,29.2,47
"HP21","Arthur Weasley","HP","Harry Potter","analysis/common sense","analysis",54,1025,30.3,41
"HP21","Arthur Weasley","HP","Harry Potter","hurried/leisurely","hurried",53.9,1075,29.1,416
"HP21","Arthur Weasley","HP","Harry Potter","fresh/stinky","fresh",53.8,1313,27.5,163
"HP21","Arthur Weasley","HP","Harry Potter","codependent/independent","codependent",53.7,594,30,392
"HP21","Arthur Weasley","HP","Harry Potter","triggered/trolling","trolling",53.7,478,28.1,43
"HP21","Arthur Weasley","HP","Harry Potter","basic/hipster","hipster",53.6,643,31.2,341
"HP21","Arthur Weasley","HP","Harry Potter","literal/metaphorical","literal",53.6,1204,31.3,328
"HP21","Arthur Weasley","HP","Harry Potter","emotional/logical","emotional",53.5,1012,27.8,337
"HP21","Arthur Weasley","HP","Harry Potter","focused on the future/focused on the present","focused on the present",53.4,933,29.5,321
"HP21","Arthur Weasley","HP","Harry Potter","desperate/high standards","high standards",53.4,1177,26,77
"HP21","Arthur Weasley","HP","Harry Potter","'left-brained'/'right-brained'","'left-brained'",53.3,648,30,240
"HP21","Arthur Weasley","HP","Harry Potter","direct/roundabout","roundabout",53.2,439,29.6,332
"HP21","Arthur Weasley","HP","Harry Potter","dramatic/no-nonsense","no-nonsense",53.2,849,28.7,165
"HP21","Arthur Weasley","HP","Harry Potter","objective/subjective","subjective",53.2,870,29.4,78
"HP21","Arthur Weasley","HP","Harry Potter","👽/🤡","🤡",53.2,725,29.2,105
"HP21","Arthur Weasley","HP","Harry Potter","cautious/impulsive","cautious",53.1,906,29.5,309
"HP21","Arthur Weasley","HP","Harry Potter","precise/vague","precise",53.1,1317,28.3,262
"HP21","Arthur Weasley","HP","Harry Potter","musical/off-key","off-key",53.1,1023,31.3,49
"HP21","Arthur Weasley","HP","Harry Potter","muddy/washed","muddy",53.1,639,32.3,34
"HP21","Arthur Weasley","HP","Harry Potter","🏌/🤺","🏌",52.9,379,33.2,126
